order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date
f4a7c3e6f9b2d5c8f1a4e7c3f6b9d2e5,a7c3e6f9b2d5c8f1a4e7c3f6b9d2e5c8,delivered,2017-05-28 08:45:18,2017-05-28 09:33:22,2017-05-31 12:27:33,2017-06-08 15:18:45,2017-06-15 00:00:00
b2e5c8d1f4b7c3e6b9d2f5c8e1b4d7a3,e5c8d1f4b7c3e6b9d2f5c8e1b4d7a3f6,shipped,2018-08-15 17:18:45,2018-08-15 18:27:33,2018-08-18 14:33:22,,2018-09-01 00:00:00
d7a3f6c9e2d5a8f1c4e7a3f6c9d2e5b8,a3f6c9e2d5a8f1c4e7a3f6c9d2e5b8f1,delivered,2017-11-08 14:33:22,2017-11-08 15:45:18,2017-11-11 11:27:33,2017-11-19 13:18:45,2017-11-26 00:00:00
c9e2f5b8c1e4a7d3c6e9f2c5b8e1a4d7,e2f5b8c1e4a7d3c6e9f2c5b8e1a4d7c3,delivered,2018-04-03 12:27:33,2018-04-03 13:18:45,2018-04-06 15:33:22,2018-04-14 16:45:18,2018-04-21 00:00:00
a5d8f1c4b7e3a6d9c2f5a8e1c4d7b3f6,d8f1c4b7e3a6d9c2f5a8e1c4d7b3f6e9,cancelled,2017-07-20 16:18:45,2017-07-20 17:27:33,,,2017-08-05 00:00:00
f8b4e7c3a6f9d2e5c8f1b4e7a3d6c9f2,b4e7c3a6f9d2e5c8f1b4e7a3d6c9f2e5,delivered,2018-06-30 10:33:22,2018-06-30 11:45:18,2018-07-03 13:27:33,2018-07-11 15:18:45,2018-07-18 00:00:00
e1c4a7f3e6b9c2e5d8c1f4a7d3e6b9f2,c4a7f3e6b9c2e5d8c1f4a7d3e6b9f2c5,delivered,2017-10-05 13:45:18,2017-10-05 14:33:22,2017-10-08 16:18:45,2017-10-16 12:27:33,2017-10-23 00:00:00
b6d9f2c5b8e1d4a7c3b6e9c2f5d8a1e4,d9f2c5b8e1d4a7c3b6e9c2f5d8a1e4b7,shipped,2018-11-22 15:27:33,2018-11-22 16:18:45,2018-11-25 12:33:22,,2018-12-09 00:00:00
a8c1e4f7a3c6d9a2c5e8b1f4a7d3c6e9,c1e4f7a3c6d9a2c5e8b1f4a7d3c6e9f2,delivered,2017-06-18 11:18:45,2017-06-18 12:27:33,2017-06-21 14:33:22,2017-06-29 16:45:18,2017-07-06 00:00:00
f5d8b1e4c7a3f6d9b2e5c8f1a4d7b3c6,d8b1e4c7a3f6d9b2e5c8f1a4d7b3c6e9,delivered,2018-09-14 09:33:22,2018-09-14 10:45:18,2018-09-17 13:27:33,2018-09-25 15:18:45,2018-10-02 00:00:00
c2a5e8d1c4f7a3c6c9e2f5b8c1e4a7d3,a5e8d1c4f7a3c6c9e2f5b8c1e4a7d3f6,cancelled,2017-12-28 17:45:18,2017-12-28 18:33:22,,,2018-01-13 00:00:00
e7b3f6c9a2e5d8b1f4c7e3a6d9b2f5c8,b3f6c9a2e5d8b1f4c7e3a6d9b2f5c8e1,delivered,2018-02-08 14:27:33,2018-02-08 15:18:45,2018-02-11 11:33:22,2018-02-19 13:45:18,2018-02-26 00:00:00
a4c7e3f6a9c2d5a8e1b4c7f3a6c9e2f5,c7e3f6a9c2d5a8e1b4c7f3a6c9e2f5d8,delivered,2017-09-25 12:33:22,2017-09-25 13:45:18,2017-09-28 15:27:33,2017-10-06 11:18:45,2017-10-13 00:00:00
d1f4b7c3e6d9f2c5b8d1e4a7c3f6d9a2,f4b7c3e6d9f2c5b8d1e4a7c3f6d9a2e5,shipped,2018-05-05 16:18:45,2018-05-05 17:27:33,2018-05-08 13:33:22,,2018-05-22 00:00:00
b8e1c4a7d3b6e9c2f5b8e1a4c7d3f6b9,e1c4a7d3b6e9c2f5b8e1a4c7d3f6b9c2,delivered,2017-08-12 10:45:18,2017-08-12 11:33:22,2017-08-15 14:27:33,2017-08-23 16:18:45,2017-08-30 00:00:00
f6a9d2c5f8b1e4a7f3c6a9d2e5c8f1b4,a9d2c5f8b1e4a7f3c6a9d2e5c8f1b4e7,delivered,2018-12-03 15:33:22,2018-12-03 16:45:18,2018-12-06 12:27:33,2018-12-14 14:18:45,2018-12-21 00:00:00
c3e6b9f2c5d8c1e4b7c3f6c9e2f5d8a1,e6b9f2c5d8c1e4b7c3f6c9e2f5d8a1e4,cancelled,2017-04-15 13:27:33,2017-04-15 14:18:45,,,2017-05-01 00:00:00
a1d4f7b3e6a9d2f5c8a1e4b7d3a6c9f2,d4f7b3e6a9d2f5c8a1e4b7d3a6c9f2e5,delivered,2018-07-12 11:45:18,2018-07-12 12:33:22,2018-07-15 14:18:45,2018-07-23 16:27:33,2018-07-30 00:00:00
e9c2f5d8e1b4c7a3e6d9c2f5b8e1a4d7,c2f5d8e1b4c7a3e6d9c2f5b8e1a4d7c3,delivered,2017-11-25 08:18:45,2017-11-25 09:27:33,2017-11-28 12:33:22,2017-12-06 14:45:18,2017-12-13 00:00:00
b5d8a1f4c7b3e6b9d2f5c8b1e4a7d3f6,d8a1f4c7b3e6b9d2f5c8b1e4a7d3f6c9,shipped,2018-03-18 17:27:33,2018-03-18 18:18:45,2018-03-21 14:33:22,,2018-04-04 00:00:00
f2e5c8b1f4a7c3f6e9c2d5f8b1e4a7d3,e5c8b1f4a7c3f6e9c2d5f8b1e4a7d3c6,delivered,2017-06-22 14:33:22,2017-06-22 15:45:18,2017-06-25 11:27:33,2017-07-03 13:18:45,2017-07-10 00:00:00
a7c3f6d9a2e5c8f1a4d7c3f6b9a2e5d8,c3f6d9a2e5c8f1a4d7c3f6b9a2e5d8c1,delivered,2018-10-25 12:45:18,2018-10-25 13:33:22,2018-10-28 15:18:45,2018-11-05 11:27:33,2018-11-12 00:00:00
d6b9c2e5d8a1d4b7c3e6d9c2f5b8e1a4,b9c2e5d8a1d4b7c3e6d9c2f5b8e1a4d7,cancelled,2017-09-08 16:18:45,2017-09-08 17:33:22,,,2017-09-24 00:00:00
